ssl_score,race,sex,age,count
284,White,Women,30-40,120
284,Asian,Men,30-40,29
284,White,Men,20-30,30
284,Hispanic,Men,30-40,456
284,Unknown-Not-Listed,Women,30-40,4
284,Black,Men,30-40,648
284,Unknown-Not-Listed,Men,30-40,7
284,Asian,Men,20-30,1
284,White,Women,40-50,1
284,White,Men,30-40,359
284,White,Men,40-50,1
284,Unknown-Not-Listed,Men,20-30,2
284,Black,Women,20-30,17
284,Hispanic,Women,30-40,104
284,Hispanic,Men,20-30,40
284,Hispanic,Other,30-40,1
285,Black,Men,50-60,2
285,Asian,Men,30-40,6
285,Black,Men,40-50,6
285,White,Women,30-40,30
285,Hispanic,Men,30-40,145
285,Black,Women,20-30,556
285,Hispanic,Men,20-30,1019
285,Black,Women,30-40,76
285,Black,Women,<20,1
285,Black,Women,40-50,1
285,White,Men,40-50,1
285,Unknown-Not-Listed,Men,30-40,2
285,Hispanic,Women,20-30,270
285,Hispanic,Women,30-40,20
285,White,Men,20-30,671
285,Asian,Women,20-30,6
285,Unknown-Not-Listed,Men,20-30,33
285,White,Women,20-30,241
285,White,Men,30-40,112
285,Black,Men,20-30,846
285,Black,Men,30-40,380
285,Unknown-Not-Listed,Women,20-30,10
285,Asian,Men,20-30,42
285,Black,Men,<20,2
286,Hispanic,Men,20-30,146
286,White,Men,40-50,2
286,Black,Men,40-50,11
286,White,Women,30-40,26
286,Hispanic,Women,30-40,12
286,Black,Women,30-40,72
286,White,Men,30-40,94
286,Black,Men,30-40,325
286,Unknown-Not-Listed,Men,20-30,3
286,White,Men,20-30,83
286,Unknown-Not-Listed,Men,30-40,1
286,Unknown-Not-Listed,Women,20-30,1
286,Black,Women,20-30,59
286,Hispanic,Men,30-40,145
286,Asian,Men,20-30,1
286,Black,Men,20-30,197
286,Hispanic,Women,20-30,16
286,White,Women,20-30,20
286,Asian,Men,30-40,4
286,Black,Women,40-50,3
286,Unknown-Not-Listed,Men,<20,1
287,White,Men,30-40,73
287,White,Women,20-30,22
287,Unknown-Not-Listed,Men,30-40,2
287,Asian,Men,20-30,4
287,Hispanic,Men,20-30,128
287,White,Men,20-30,61
287,Black,Women,20-30,68
287,Black,Women,40-50,1
287,Hispanic,Women,20-30,26
287,Black,Men,30-40,304
287,Black,Men,20-30,219
287,Hispanic,Men,30-40,92
287,Asian,Men,30-40,1
287,Asian,Men,40-50,1
287,Black,Men,50-60,1
287,Black,Men,<20,1
287,Black,Other,30-40,1
287,Black,Men,40-50,6
287,White,Women,<20,1
287,Hispanic,Men,40-50,2
287,Hispanic,Women,30-40,11
287,White,Women,30-40,17
287,Black,Women,30-40,27
287,Hispanic,Men,50-60,1
287,Unknown-Not-Listed,Men,20-30,1
288,Black,Women,30-40,259
288,White,Men,30-40,303
288,Hispanic,Men,<20,1
288,Black,Men,30-40,507
288,Hispanic,Men,20-30,501
288,Asian,Men,20-30,20
288,White,Men,20-30,332
288,Hispanic,Women,20-30,118
288,Hispanic,Men,30-40,368
288,White,Women,20-30,115
288,White,Women,30-40,130
288,Hispanic,Women,30-40,75
288,Black,Men,20-30,587
288,Hispanic,Other,30-40,1
288,Black,Women,20-30,288
288,White,Men,<20,1
288,Asian,Men,30-40,17
288,Black,Women,40-50,2
288,Unknown-Not-Listed,Women,30-40,2
288,Black,Men,40-50,4
288,Unknown-Not-Listed,Men,20-30,5
288,Unknown-Not-Listed,Women,20-30,6
288,Black,Men,<20,2
288,Asian,Women,20-30,3
288,Hispanic,Men,40-50,6
288,Asian,Women,30-40,3
288,Unknown-Not-Listed,Men,30-40,9
289,Asian,Men,30-40,3
289,White,Women,20-30,229
289,Hispanic,Men,40-50,2
289,Unknown-Not-Listed,Men,30-40,1
289,Hispanic,Women,30-40,14
289,White,Men,20-30,747
289,Black,Men,50-60,2
289,Black,Women,20-30,574
289,White,Women,30-40,29
289,Asian,Men,20-30,46
289,Black,Women,30-40,64
289,Black,Women,40-50,2
289,Black,Men,40-50,4
289,Black,Men,<20,2
289,Asian,Women,20-30,23
289,Unknown-Not-Listed,Women,20-30,7
289,Asian,Women,30-40,4
289,Black,Men,20-30,1028
289,Unknown-Not-Listed,Women,30-40,1
289,Hispanic,Men,20-30,1047
289,Black,Men,30-40,288
289,Unknown-Not-Listed,Men,20-30,17
289,Hispanic,Women,20-30,265
289,Hispanic,Men,30-40,126
289,Hispanic,Men,<20,1
289,Hispanic,Women,40-50,1
289,White,Men,30-40,114
290,Asian,Men,30-40,3
290,Asian,Men,20-30,4
290,Black,Men,20-30,316
290,Hispanic,Men,20-30,137
290,Hispanic,Women,20-30,26
290,Black,Men,40-50,8
290,White,Women,20-30,33
290,Hispanic,Men,30-40,68
290,Hispanic,Women,30-40,6
290,Black,Women,40-50,3
290,White,Men,40-50,2
290,Unknown-Not-Listed,Women,20-30,1
290,Hispanic,Men,<20,1
290,Black,Women,20-30,79
290,Black,Men,30-40,248
290,White,Men,30-40,44
290,White,Women,30-40,11
290,Hispanic,Men,40-50,1
290,White,Men,20-30,120
290,Black,Men,50-60,1
290,Unknown-Not-Listed,Men,20-30,6
290,Black,Women,30-40,23
291,Hispanic,Men,30-40,67
291,White,Women,30-40,16
291,Hispanic,Women,30-40,6
291,Black,Men,20-30,419
291,Unknown-Not-Listed,Women,20-30,1
291,Unknown-Not-Listed,Men,30-40,1
291,Asian,Men,30-40,1
291,Black,Men,<20,2
291,Hispanic,Women,20-30,41
291,Hispanic,Men,40-50,2
291,Black,Women,20-30,159
291,Asian,Men,20-30,7
291,Black,Women,30-40,29
291,White,Women,20-30,49
291,Black,Men,30-40,240
291,White,Men,30-40,48
291,Black,Men,40-50,9
291,Hispanic,Men,20-30,243
291,White,Men,20-30,120
291,Unknown-Not-Listed,Men,20-30,2
292,White,Women,30-40,18
292,Unknown-Not-Listed,Men,30-40,1
292,Asian,Men,30-40,3
292,Black,Men,20-30,853
292,Black,Other,30-40,1
292,Hispanic,Men,30-40,81
292,Unknown-Not-Listed,Women,20-30,7
292,Black,Men,40-50,7
292,Hispanic,Men,20-30,803
292,Black,Men,30-40,266
292,White,Women,20-30,215
292,Asian,Men,20-30,39
292,Asian,Women,30-40,1
292,Unknown-Not-Listed,Men,20-30,21
292,Hispanic,Women,30-40,10
292,White,Men,30-40,84
292,Asian,Women,20-30,8
292,Hispanic,Men,<20,2
292,Hispanic,Women,20-30,206
292,White,Men,20-30,594
292,Black,Men,<20,2
292,Black,Women,20-30,484
292,Black,Women,30-40,66
293,Black,Men,<20,4
293,Black,Men,40-50,8
293,Unknown-Not-Listed,Men,20-30,6
293,Black,Women,40-50,1
293,White,Men,20-30,453
293,Hispanic,Women,30-40,4
293,Black,Other,30-40,1
293,Hispanic,Women,20-30,155
293,Black,Men,20-30,682
293,Hispanic,Men,40-50,1
293,Black,Women,30-40,39
293,Black,Women,20-30,323
293,Black,Men,30-40,204
293,Hispanic,Men,20-30,625
293,Black,Women,<20,1
293,Black,Men,50-60,1
293,White,Women,30-40,14
293,White,Men,30-40,47
293,Hispanic,Men,30-40,47
293,White,Women,20-30,169
293,Asian,Men,20-30,30
293,Unknown-Not-Listed,Men,<20,1
293,Asian,Men,30-40,1
293,Unknown-Not-Listed,Women,30-40,1
293,White,Men,<20,1
293,White,Women,<20,1
293,Asian,Women,20-30,6
293,Unknown-Not-Listed,Women,20-30,4
293,Hispanic,Women,40-50,1
294,Unknown-Not-Listed,Men,20-30,16
294,Asian,Men,20-30,31
294,White,Women,<20,1
294,Hispanic,Men,30-40,55
294,Black,Men,40-50,6
294,Asian,Women,20-30,6
294,White,Men,40-50,1
294,Unknown-Not-Listed,Women,20-30,7
294,White,Men,20-30,511
294,White,Women,30-40,15
294,Black,Men,<20,1
294,Black,Men,50-60,1
294,Asian,Men,30-40,1
294,Black,Women,30-40,21
294,Hispanic,Women,<20,1
294,White,Men,30-40,25
294,Hispanic,Women,30-40,5
294,Black,Women,20-30,426
294,White,Women,20-30,179
294,Hispanic,Men,<20,2
294,Hispanic,Men,20-30,722
294,Black,Men,30-40,180
294,Black,Men,20-30,838
294,Black,Women,40-50,2
294,Hispanic,Women,20-30,187
295,Black,Men,30-40,171
295,Black,Women,40-50,2
295,Black,Men,40-50,6
295,White,Men,30-40,39
295,Asian,Men,20-30,6
295,White,Women,30-40,6
295,Asian,Women,20-30,4
295,Hispanic,Women,20-30,56
295,Hispanic,Men,30-40,44
295,White,Women,20-30,54
295,Black,Women,<20,1
295,Hispanic,Men,40-50,2
295,Hispanic,Men,<20,1
295,Unknown-Not-Listed,Women,20-30,1
295,Black,Men,20-30,502
295,White,Men,<20,2
295,Asian,Men,30-40,2
295,White,Men,20-30,153
295,Hispanic,Men,20-30,295
295,Black,Men,<20,4
295,Unknown-Not-Listed,Men,20-30,6
295,Black,Women,20-30,159
295,Black,Men,50-60,1
295,Black,Women,30-40,13
295,Hispanic,Women,30-40,4
296,Black,Women,20-30,290
296,Black,Men,30-40,155
296,White,Women,20-30,147
296,Asian,Men,20-30,20
296,Black,Other,20-30,1
296,Black,Women,30-40,22
296,Hispanic,Women,20-30,98
296,Unknown-Not-Listed,Men,30-40,1
296,Hispanic,Men,<20,1
296,Black,Women,<20,4
296,Asian,Women,20-30,9
296,White,Women,30-40,9
296,Hispanic,Men,40-50,3
296,White,Men,<20,3
296,Asian,Men,30-40,4
296,Black,Men,<20,2
296,Black,Men,20-30,744
296,Black,Men,40-50,3
296,Hispanic,Men,20-30,473
296,Hispanic,Men,30-40,32
296,White,Men,20-30,379
296,White,Men,30-40,33
296,Unknown-Not-Listed,Men,20-30,20
296,Hispanic,Women,30-40,5
296,White,Women,<20,1
296,Hispanic,Other,20-30,1
296,Unknown-Not-Listed,Women,20-30,5
297,Black,Other,20-30,1
297,Black,Men,30-40,150
297,White,Women,30-40,7
297,Hispanic,Men,30-40,35
297,Unknown-Not-Listed,Women,20-30,7
297,Black,Women,40-50,1
297,White,Men,30-40,39
297,Hispanic,Men,40-50,1
297,Black,Women,<20,1
297,Hispanic,Women,30-40,4
297,Hispanic,Women,20-30,274
297,Asian,Women,20-30,10
297,Hispanic,Other,20-30,1
297,Black,Men,40-50,7
297,Black,Women,20-30,631
297,Black,Women,30-40,46
297,Asian,Men,30-40,2
297,White,Men,20-30,764
297,Asian,Men,20-30,50
297,White,Men,<20,6
297,Black,Men,20-30,1077
297,Hispanic,Men,<20,4
297,Black,Men,<20,4
297,Hispanic,Men,20-30,1014
297,White,Women,20-30,288
297,Unknown-Not-Listed,Men,20-30,19
298,Black,Women,30-40,14
298,White,Men,30-40,22
298,White,Men,20-30,543
298,Black,Men,40-50,3
298,Black,Men,20-30,937
298,Unknown-Not-Listed,Women,20-30,6
298,Black,Women,20-30,448
298,Black,Men,<20,3
298,Unknown-Not-Listed,Men,20-30,14
298,White,Men,<20,2
298,Black,Men,30-40,131
298,Black,Women,<20,3
298,Hispanic,Women,30-40,3
298,Hispanic,Men,<20,3
298,Asian,Men,20-30,30
298,White,Women,30-40,6
298,Hispanic,Men,20-30,746
298,Hispanic,Women,20-30,189
298,White,Women,20-30,191
298,Black,Women,40-50,2
298,White,Men,40-50,1
298,Hispanic,Men,30-40,20
298,Asian,Women,20-30,8
299,Asian,Men,20-30,6
299,Black,Men,<20,3
299,White,Men,20-30,191
299,White,Women,30-40,7
299,Black,Women,20-30,205
299,Black,Men,20-30,578
299,Hispanic,Women,20-30,60
299,Black,Men,30-40,111
299,White,Women,20-30,57
299,Hispanic,Men,30-40,21
299,Black,Men,40-50,1
299,Asian,Men,30-40,1
299,Black,Women,30-40,15
299,Asian,Women,20-30,1
299,White,Men,<20,2
299,White,Men,40-50,2
299,Unknown-Not-Listed,Women,20-30,2
299,Unknown-Not-Listed,Men,20-30,2
299,Hispanic,Women,30-40,2
299,White,Men,30-40,15
299,Black,Women,<20,1
299,Hispanic,Men,<20,1
299,Unknown-Not-Listed,Men,30-40,1
299,Hispanic,Men,20-30,316
300,Black,Men,40-50,4
300,Unknown-Not-Listed,Men,20-30,13
300,Asian,Women,20-30,7
300,Black,Women,40-50,1
300,Black,Men,20-30,843
300,Black,Women,20-30,322
300,Hispanic,Men,<20,4
300,Asian,Men,30-40,1
300,White,Men,30-40,26
300,Hispanic,Women,30-40,1
300,Black,Men,30-40,118
300,Unknown-Not-Listed,Women,20-30,3
300,Hispanic,Women,<20,1
300,Unknown-Not-Listed,Men,30-40,2
300,Hispanic,Men,20-30,567
300,White,Women,30-40,7
300,White,Men,<20,3
300,Hispanic,Women,20-30,121
300,White,Women,20-30,123
300,Asian,Men,20-30,20
300,White,Men,40-50,2
300,Hispanic,Men,30-40,32
300,White,Women,<20,2
300,Black,Men,<20,3
300,Black,Women,30-40,20
300,White,Men,20-30,367
301,White,Women,<20,1
301,White,Men,30-40,22
301,Black,Men,20-30,1154
301,Hispanic,Men,20-30,991
301,Hispanic,Women,<20,1
301,Hispanic,Men,40-50,1
301,Black,Men,30-40,161
301,Asian,Women,20-30,13
301,Hispanic,Women,20-30,277
301,Black,Women,30-40,24
301,White,Other,20-30,2
301,White,Men,<20,4
301,Black,Men,40-50,2
301,Unknown-Not-Listed,Women,20-30,7
301,Hispanic,Men,<20,7
301,Black,Women,20-30,659
301,Black,Women,<20,3
301,Hispanic,Women,30-40,4
301,Black,Men,<20,15
301,White,Women,30-40,5
301,Hispanic,Men,30-40,26
301,White,Men,20-30,760
301,White,Women,20-30,298
301,Asian,Men,20-30,50
301,Black,Women,40-50,2
301,Unknown-Not-Listed,Men,20-30,17
302,Unknown-Not-Listed,Women,20-30,8
302,Asian,Men,40-50,1
302,Black,Men,30-40,106
302,Asian,Men,20-30,39
302,Asian,Women,40-50,1
302,Hispanic,Women,30-40,1
302,Unknown-Not-Listed,Men,30-40,1
302,Hispanic,Men,30-40,15
302,Hispanic,Men,<20,4
302,Black,Women,30-40,20
302,Black,Women,20-30,463
302,White,Women,<20,2
302,Hispanic,Women,<20,2
302,Asian,Women,20-30,9
302,Black,Men,40-50,2
302,White,Men,20-30,602
302,Hispanic,Men,20-30,730
302,Black,Men,<20,3
302,White,Women,20-30,230
302,Black,Women,<20,6
302,White,Men,30-40,10
302,Hispanic,Women,20-30,175
302,Black,Men,20-30,967
302,White,Women,30-40,7
302,Unknown-Not-Listed,Men,20-30,22
302,White,Men,<20,6
303,Hispanic,Men,30-40,13
303,Hispanic,Men,20-30,325
303,Hispanic,Men,40-50,2
303,Black,Women,<20,2
303,Asian,Women,20-30,2
303,Unknown-Not-Listed,Men,20-30,7
303,Black,Men,40-50,1
303,Black,Men,50-60,1
303,Hispanic,Women,20-30,69
303,White,Men,<20,2
303,Hispanic,Women,30-40,1
303,Unknown-Not-Listed,Women,20-30,1
303,Black,Women,30-40,13
303,Black,Men,20-30,659
303,Black,Men,<20,6
303,White,Women,30-40,4
303,Black,Women,40-50,1
303,White,Men,20-30,146
303,White,Women,20-30,68
303,Asian,Men,20-30,9
303,Black,Women,20-30,217
303,White,Men,30-40,14
303,Black,Men,30-40,91
304,Hispanic,Women,20-30,135
304,Asian,Men,30-40,1
304,White,Men,20-30,443
304,Black,Women,50-60,1
304,Black,Women,20-30,443
304,Hispanic,Men,30-40,20
304,Black,Women,<20,2
304,Black,Women,30-40,10
304,Unknown-Not-Listed,Women,20-30,5
304,Hispanic,Women,30-40,4
304,Hispanic,Men,20-30,630
304,Hispanic,Men,<20,4
304,Black,Men,<20,8
304,Black,Men,40-50,4
304,White,Men,30-40,14
304,White,Men,<20,1
304,White,Women,30-40,1
304,Asian,Women,20-30,6
304,Unknown-Not-Listed,Men,20-30,13
304,Asian,Men,20-30,35
304,Unknown-Not-Listed,Women,30-40,1
304,Black,Men,20-30,962
304,White,Women,20-30,172
304,Black,Men,30-40,110
304,Hispanic,Men,40-50,1
305,White,Women,30-40,6
305,Black,Women,<20,5
305,Black,Men,40-50,1
305,White,Men,20-30,781
305,Unknown-Not-Listed,Women,20-30,6
305,Black,Men,<20,9
305,Black,Men,20-30,1201
305,Black,Women,20-30,720
305,Unknown-Not-Listed,Men,20-30,27
305,White,Women,<20,1
305,Hispanic,Women,20-30,255
305,Black,Women,30-40,10
305,Asian,Men,20-30,51
305,White,Women,20-30,284
305,Hispanic,Women,30-40,3
305,Hispanic,Men,<20,7
305,Hispanic,Women,<20,1
305,Unknown-Not-Listed,Men,30-40,1
305,White,Men,<20,2
305,Asian,Men,30-40,2
305,White,Men,30-40,16
305,Black,Men,30-40,84
305,Hispanic,Men,30-40,17
305,Hispanic,Men,20-30,977
305,Asian,Women,20-30,5
306,Hispanic,Women,<20,2
306,Black,Men,<20,7
306,Unknown-Not-Listed,Women,20-30,10
306,Black,Men,30-40,56
306,Unknown-Not-Listed,Men,20-30,22
306,Black,Men,20-30,1153
306,White,Men,<20,7
306,Hispanic,Men,20-30,894
306,Black,Women,30-40,10
306,White,Men,30-40,8
306,Black,Men,40-50,1
306,Asian,Men,20-30,44
306,White,Women,20-30,204
306,Hispanic,Women,20-30,200
306,Hispanic,Men,30-40,13
306,Black,Women,20-30,508
306,Asian,Women,20-30,12
306,Black,Women,<20,14
306,Asian,Men,<20,1
306,Asian,Women,<20,1
306,White,Women,30-40,5
306,White,Women,<20,1
306,White,Men,20-30,671
306,Unknown-Not-Listed,Women,30-40,1
306,Black,Other,20-30,1
306,Hispanic,Men,<20,5
307,Asian,Men,<20,1
307,Black,Women,40-50,1
307,Black,Women,<20,1
307,White,Men,40-50,1
307,Hispanic,Men,20-30,312
307,Hispanic,Men,30-40,13
307,Hispanic,Women,20-30,56
307,Asian,Women,20-30,3
307,White,Women,20-30,63
307,Black,Men,<20,3
307,Unknown-Not-Listed,Men,20-30,3
307,Asian,Men,20-30,7
307,Black,Men,30-40,89
307,Hispanic,Women,30-40,4
307,Black,Men,40-50,4
307,Hispanic,Men,<20,4
307,White,Men,20-30,181
307,White,Men,30-40,8
307,Black,Men,20-30,610
307,Black,Women,20-30,187
307,White,Men,<20,2
307,Unknown-Not-Listed,Women,20-30,2
307,Black,Women,30-40,7
308,White,Women,20-30,44
308,Hispanic,Women,20-30,44
308,White,Men,<20,1
308,White,Men,20-30,153
308,Black,Men,<20,1
308,Black,Women,<20,1
308,Hispanic,Men,<20,3
308,Black,Women,30-40,13
308,White,Men,40-50,1
308,Asian,Women,20-30,1
308,Hispanic,Men,20-30,296
308,Hispanic,Men,30-40,12
308,Asian,Men,20-30,9
308,Unknown-Not-Listed,Men,20-30,3
308,Black,Women,20-30,145
308,Black,Men,20-30,597
308,Unknown-Not-Listed,Women,20-30,2
308,Black,Women,40-50,2
308,Black,Men,40-50,2
308,White,Women,30-40,1
308,Black,Men,30-40,70
308,Asian,Men,30-40,1
308,White,Men,30-40,17
309,Asian,Men,30-40,1
309,White,Women,<20,4
309,Asian,Men,20-30,39
309,White,Men,30-40,3
309,Black,Women,<20,15
309,Black,Women,30-40,15
309,White,Women,30-40,4
309,Hispanic,Women,20-30,247
309,White,Women,20-30,322
309,Hispanic,Men,<20,9
309,Black,Men,<20,21
309,Black,Women,20-30,734
309,White,Men,20-30,784
309,Hispanic,Women,<20,2
309,Hispanic,Men,20-30,948
309,Unknown-Not-Listed,Men,20-30,21
309,Asian,Women,20-30,22
309,Black,Men,20-30,1324
309,Black,Men,40-50,3
309,Unknown-Not-Listed,Women,20-30,5
309,Asian,Men,<20,1
309,Hispanic,Women,30-40,1
309,White,Men,<20,8
309,Hispanic,Men,30-40,10
309,Black,Other,20-30,1
309,Black,Men,30-40,52
309,Unknown-Not-Listed,Men,30-40,1
310,White,Men,50-60,1
310,Unknown-Not-Listed,Men,20-30,37
310,Hispanic,Men,<20,9
310,White,Women,<20,1
310,Black,Men,30-40,58
310,White,Women,20-30,363
310,Hispanic,Women,20-30,345
310,Unknown-Not-Listed,Women,20-30,4
310,Hispanic,Women,<20,4
310,Black,Women,<20,15
310,Asian,Men,20-30,76
310,Black,Women,30-40,6
310,Hispanic,Men,30-40,8
310,Unknown-Not-Listed,Women,40-50,1
310,Hispanic,Women,30-40,1
310,Black,Men,<20,13
310,Black,Women,40-50,1
310,Black,Women,20-30,866
310,Black,Men,20-30,1542
310,Asian,Women,20-30,23
310,White,Men,20-30,1038
310,White,Men,<20,13
310,Hispanic,Men,20-30,1170
310,Black,Men,40-50,4
310,White,Men,30-40,6
311,Black,Women,20-30,246
311,Hispanic,Men,40-50,1
311,Black,Men,30-40,47
311,Hispanic,Men,20-30,328
311,Unknown-Not-Listed,Women,20-30,2
311,Hispanic,Women,30-40,1
311,Asian,Women,20-30,2
311,Black,Men,20-30,681
311,Hispanic,Women,20-30,53
311,White,Men,30-40,7
311,White,Women,20-30,55
311,Hispanic,Men,30-40,8
311,Black,Women,<20,2
311,White,Men,20-30,171
311,White,Men,<20,3
311,Unknown-Not-Listed,Men,20-30,4
311,White,Women,30-40,5
311,Hispanic,Men,<20,4
311,Black,Men,40-50,4
311,Black,Women,30-40,5
311,Black,Men,<20,5
311,Asian,Men,20-30,4
311,Hispanic,Women,<20,1
312,Black,Women,20-30,143
312,Hispanic,Men,<20,3
312,White,Men,20-30,174
312,Unknown-Not-Listed,Men,20-30,2
312,Asian,Men,30-40,2
312,Asian,Women,20-30,2
312,Hispanic,Women,30-40,2
312,Black,Men,30-40,45
312,Hispanic,Women,20-30,41
312,Black,Men,20-30,670
312,Hispanic,Men,30-40,13
312,Black,Women,30-40,12
312,Black,Men,<20,11
312,White,Men,30-40,10
312,Black,Women,<20,1
312,Asian,Men,20-30,5
312,White,Women,20-30,38
312,White,Women,<20,1
312,Black,Men,40-50,1
312,Hispanic,Men,20-30,312
312,White,Men,<20,1
312,Unknown-Not-Listed,Women,20-30,1
313,White,Men,30-40,2
313,Hispanic,Men,20-30,887
313,White,Men,20-30,731
313,Asian,Women,20-30,10
313,Asian,Men,30-40,1
313,Hispanic,Men,<20,16
313,Black,Men,40-50,1
313,Black,Women,20-30,757
313,Hispanic,Men,30-40,11
313,Unknown-Not-Listed,Men,20-30,27
313,Black,Women,30-40,8
313,Asian,Men,20-30,60
313,Black,Men,20-30,1484
313,Hispanic,Women,<20,3
313,Black,Women,<20,17
313,White,Women,<20,2
313,Hispanic,Women,20-30,305
313,White,Women,30-40,1
313,White,Women,20-30,298
313,Unknown-Not-Listed,Women,20-30,9
313,Unknown-Not-Listed,Men,<20,1
313,Unknown-Not-Listed,Men,30-40,1
313,Hispanic,Women,30-40,1
313,White,Men,<20,17
313,Black,Men,30-40,42
313,Black,Men,<20,38
313,Black,Women,40-50,1
314,Hispanic,Men,20-30,1176
314,Black,Men,<20,47
314,White,Men,20-30,983
314,Black,Women,20-30,954
314,White,Women,30-40,1
314,Unknown-Not-Listed,Men,20-30,23
314,Black,Men,30-40,54
314,Asian,Men,20-30,54
314,Asian,Men,<20,1
314,Black,Men,40-50,2
314,Black,Other,20-30,1
314,White,Women,20-30,358
314,Hispanic,Women,20-30,352
314,Black,Women,<20,37
314,Hispanic,Women,30-40,1
314,Black,Women,30-40,6
314,White,Men,30-40,6
314,Asian,Women,20-30,23
314,Hispanic,Men,<20,30
314,Black,Men,20-30,1596
314,White,Men,<20,19
314,Hispanic,Men,30-40,9
314,Unknown-Not-Listed,Women,20-30,8
314,White,Women,<20,14
314,Hispanic,Women,<20,12
315,Black,Women,20-30,159
315,Hispanic,Men,<20,8
315,White,Women,20-30,68
315,Hispanic,Women,<20,1
315,White,Men,30-40,5
315,Hispanic,Men,20-30,297
315,Hispanic,Men,30-40,11
315,Hispanic,Women,20-30,57
315,Unknown-Not-Listed,Men,20-30,5
315,Black,Men,40-50,3
315,Black,Men,20-30,617
315,White,Men,20-30,199
315,White,Men,<20,10
315,Black,Men,30-40,36
315,Black,Women,<20,9
315,Black,Women,30-40,7
315,Asian,Women,20-30,1
315,Black,Men,<20,15
315,Asian,Men,20-30,6
316,Hispanic,Men,30-40,10
316,Black,Men,30-40,32
316,White,Men,30-40,5
316,Black,Women,<20,8
316,White,Women,20-30,70
316,Unknown-Not-Listed,Women,20-30,2
316,Black,Men,40-50,1
316,White,Men,<20,14
316,Hispanic,Men,20-30,362
316,Black,Men,20-30,825
316,Black,Women,30-40,9
316,Asian,Men,20-30,14
316,White,Women,<20,5
316,Hispanic,Women,20-30,64
316,Black,Women,20-30,242
316,Unknown-Not-Listed,Men,<20,1
316,Black,Men,<20,16
316,Unknown-Not-Listed,Men,30-40,1
316,Hispanic,Women,<20,2
316,Unknown-Not-Listed,Men,20-30,7
316,White,Men,20-30,225
316,Hispanic,Men,<20,12
316,Black,Other,20-30,1
317,White,Men,20-30,775
317,Black,Women,30-40,9
317,Unknown-Not-Listed,Men,20-30,28
317,Asian,Women,20-30,25
317,Hispanic,Women,20-30,298
317,White,Women,30-40,2
317,Black,Women,20-30,795
317,Asian,Men,30-40,1
317,White,Men,<20,25
317,Hispanic,Women,<20,8
317,Black,Men,40-50,1
317,Black,Women,<20,29
317,Hispanic,Men,30-40,7
317,Black,Women,40-50,2
317,Black,Men,30-40,28
317,White,Men,30-40,4
317,Asian,Men,20-30,52
317,Black,Men,20-30,1321
317,White,Women,<20,9
317,White,Women,20-30,277
317,Black,Men,<20,52
317,Hispanic,Men,20-30,904
317,Hispanic,Men,<20,30
317,Hispanic,Women,30-40,3
317,Unknown-Not-Listed,Women,20-30,9
317,Asian,Men,<20,3
318,Black,Men,30-40,41
318,Black,Men,20-30,1495
318,Asian,Women,20-30,19
318,Black,Women,20-30,851
318,Hispanic,Women,30-40,1
318,White,Women,20-30,346
318,Hispanic,Men,<20,63
318,Asian,Women,<20,2
318,Hispanic,Men,20-30,1002
318,White,Men,<20,39
318,Black,Women,30-40,7
318,Unknown-Not-Listed,Men,<20,2
318,White,Men,20-30,841
318,Asian,Men,20-30,40
318,White,Men,30-40,1
318,Black,Women,<20,61
318,Hispanic,Women,20-30,293
318,Black,Men,<20,101
318,White,Women,<20,27
318,Hispanic,Men,30-40,7
318,Asian,Men,<20,2
318,Unknown-Not-Listed,Men,20-30,29
318,Hispanic,Women,<20,18
318,Hispanic,Men,40-50,1
318,Unknown-Not-Listed,Women,20-30,8
319,Black,Men,<20,64
319,White,Men,<20,17
319,Hispanic,Women,20-30,54
319,Asian,Men,20-30,13
319,Black,Women,<20,19
319,Black,Men,30-40,25
319,Hispanic,Men,20-30,276
319,Unknown-Not-Listed,Men,<20,1
319,Hispanic,Men,30-40,6
319,Unknown-Not-Listed,Men,20-30,3
319,Black,Women,30-40,4
319,Unknown-Not-Listed,Women,<20,1
319,Hispanic,Women,30-40,1
319,Hispanic,Women,<20,9
319,Hispanic,Men,<20,23
319,Black,Women,20-30,185
319,Black,Men,40-50,1
319,White,Women,20-30,61
319,Black,Men,20-30,699
319,White,Men,20-30,220
319,Asian,Women,20-30,1
319,White,Men,30-40,2
319,White,Women,<20,7
319,Unknown-Not-Listed,Women,20-30,3
320,Black,Men,30-40,27
320,Unknown-Not-Listed,Men,20-30,8
320,Unknown-Not-Listed,Women,20-30,1
320,Hispanic,Men,50-60,1
320,White,Men,30-40,1
320,White,Women,<20,1
320,White,Women,30-40,1
320,White,Men,20-30,209
320,Hispanic,Men,20-30,355
320,Black,Men,40-50,2
320,Asian,Men,20-30,9
320,Hispanic,Women,20-30,70
320,Black,Men,20-30,817
320,Asian,Men,<20,1
320,Hispanic,Women,<20,6
320,Black,Women,30-40,6
320,Black,Men,<20,46
320,Asian,Women,20-30,4
320,Hispanic,Men,30-40,4
320,Black,Women,<20,21
320,Black,Women,20-30,221
320,Hispanic,Men,<20,28
320,White,Men,<20,17
320,White,Women,20-30,57
321,Asian,Women,<20,1
321,Unknown-Not-Listed,Men,<20,1
321,Hispanic,Women,30-40,1
321,Hispanic,Men,30-40,8
321,White,Men,30-40,1
321,Hispanic,Women,20-30,277
321,Hispanic,Men,<20,80
321,White,Men,20-30,657
